$Temperature file for segment 85
To the right of the sum of temperatures are individual temperatures starting with QWD then QSTR
JDAY,T(C),
   281.045,   11.71,
   281.066,   11.48,
   281.087,   11.28,
   281.108,   11.10,
   281.129,   10.94,
   281.150,   10.79,
   281.171,   10.64,
   281.192,   10.48,
   281.213,   10.34,
   281.234,   10.21,
   281.255,   10.11,
   281.276,   10.03,
   281.297,    9.97,
   281.318,    9.91,
   281.339,    9.84,
   281.360,    9.80,
   281.381,    9.76,
   281.402,    9.79,
   281.423,    9.85,
   281.444,   10.03,
   281.465,   10.25,
   281.486,   10.49,
   281.507,   10.72,
   281.528,   10.95,
   281.549,   11.18,
   281.570,   11.41,
   281.591,   11.66,
   281.612,   11.92,
   281.633,   12.17,
   281.654,   12.33,
   281.675,   12.46,
   281.696,   12.50,
   281.717,   12.54,
   281.738,   12.57,
   281.759,   12.60,
   281.780,   12.61,
   281.801,   12.58,
   281.822,   12.53,
   281.843,   12.45,
   281.864,   12.36,
   281.885,   12.26,
   281.906,   12.17,
   281.927,   12.07,
   281.948,   11.96,
   281.969,   11.83,
   281.990,   11.70,
   282.011,   11.56,
   282.032,   11.44,
   282.053,   11.33,
   282.074,   11.25,
   282.095,   11.18,
   282.116,   11.12,
   282.137,   11.06,
   282.158,   10.99,
   282.179,   10.92,
   282.200,   10.86,
   282.221,   10.81,
   282.242,   10.79,
   282.263,   10.79,
   282.284,   10.77,
   282.305,   10.75,
   282.326,   10.75,
   282.347,   10.84,
   282.368,   11.00,
   282.389,   11.15,
   282.410,   11.32,
   282.431,   11.52,
   282.452,   11.78,
   282.473,   12.08,
   282.494,   12.41,
   282.515,   12.70,
   282.536,   12.97,
   282.557,   13.26,
   282.578,   13.59,
   282.599,   13.90,
   282.620,   14.16,
   282.641,   14.34,
   282.662,   14.47,
   282.683,   14.56,
   282.704,   14.65,
   282.725,   14.69,
   282.746,   14.71,
   282.767,   14.68,
   282.788,   14.58,
   282.809,   14.44,
   282.830,   14.28,
   282.851,   14.15,
   282.872,   14.03,
   282.893,   13.88,
   282.914,   13.74,
   282.935,   13.61,
   282.956,   13.48,
   282.977,   13.34,
   282.998,   13.20,
   283.019,   13.10,
   283.040,   13.02,
   283.061,   12.93,
   283.082,   12.82,
   283.103,   12.68,
   283.124,   12.51,
   283.145,   12.38,
   283.166,   12.29,
   283.187,   12.24,
   283.208,   12.24,
   283.229,   12.28,
   283.250,   12.38,
   283.271,   12.50,
   283.292,   12.53,
   283.313,   12.52,
   283.334,   12.48,
   283.355,   12.49,
   283.376,   12.50,
   283.397,   12.54,
   283.418,   12.58,
   283.439,   12.64,
   283.460,   12.72,
   283.481,   12.84,
   283.502,   12.98,
   283.523,   13.15,
   283.544,   13.32,
   283.565,   13.48,
   283.586,   13.63,
   283.607,   13.76,
   283.628,   13.88,
   283.649,   13.99,
   283.670,   14.11,
   283.691,   14.18,
   283.712,   14.21,
   283.733,   14.18,
   283.754,   14.12,
   283.775,   14.01,
   283.796,   13.90,
   283.817,   13.79,
   283.838,   13.68,
   283.859,   13.57,
   283.880,   13.44,
   283.901,   13.30,
   283.922,   13.15,
   283.943,   13.01,
   283.964,   12.89,
   283.985,   12.77,
   284.006,   12.67,
   284.027,   12.56,
   284.048,   12.47,
   284.069,   12.38,
   284.090,   12.31,
   284.111,   12.25,
   284.132,   12.20,
   284.153,   12.14,
   284.174,   12.08,
   284.195,   12.00,
   284.216,   11.92,
   284.237,   11.85,
   284.258,   11.78,
   284.279,   11.73,
   284.300,   11.68,
   284.321,   11.62,
   284.342,   11.59,
   284.363,   11.57,
   284.384,   11.57,
   284.405,   11.63,
   284.426,   11.71,
   284.447,   11.84,
   284.468,   11.98,
   284.489,   12.13,
   284.510,   12.31,
   284.531,   12.49,
   284.552,   12.68,
   284.573,   12.87,
   284.594,   13.06,
   284.615,   13.23,
   284.636,   13.39,
   284.657,   13.50,
   284.678,   13.60,
   284.699,   13.59,
   284.720,   13.55,
   284.741,   13.51,
   284.762,   13.44,
   284.783,   13.36,
   284.804,   13.26,
   284.825,   13.15,
   284.846,   13.02,
   284.867,   12.89,
   284.888,   12.76,
   284.909,   12.63,
   284.930,   12.49,
   284.951,   12.33,
   284.972,   12.16,
   284.993,   12.01,
   285.014,   11.87,
   285.035,   11.74,
   285.056,   11.64,
   285.077,   11.55,
   285.098,   11.46,
   285.119,   11.38,
   285.140,   11.30,
   285.161,   11.22,
   285.182,   11.15,
   285.203,   11.08,
   285.224,   11.02,
   285.245,   10.95,
   285.266,   10.88,
   285.287,   10.82,
   285.308,   10.77,
   285.329,   10.72,
   285.350,   10.73,
   285.371,   10.75,
   285.392,   10.79,
   285.413,   10.85,
   285.434,   10.97,
   285.455,   11.12,
   285.476,   11.30,
   285.497,   11.50,
   285.518,   11.74,
   285.539,   11.98,
   285.560,   12.23,
   285.581,   12.47,
   285.602,   12.68,
   285.623,   12.87,
   285.644,   13.04,
   285.665,   13.19,
   285.686,   13.31,
   285.707,   13.41,
   285.728,   13.44,
   285.749,   13.44,
   285.770,   13.37,
   285.791,   13.26,
   285.812,   13.13,
   285.833,   12.99,
   285.854,   12.85,
   285.875,   12.72,
   285.896,   12.57,
   285.917,   12.41,
   285.938,   12.23,
   285.959,   12.04,
   285.980,   11.85,
   286.001,   11.66,
   286.022,   11.50,
   286.043,   11.35,
   286.064,   11.22,
   286.085,   11.10,
   286.106,   10.99,
   286.127,   10.89,
   286.148,   10.80,
   286.169,   10.71,
   286.190,   10.62,
   286.211,   10.54,
   286.232,   10.45,
   286.253,   10.37,
   286.274,   10.30,
   286.295,   10.24,
   286.316,   10.20,
   286.337,   10.17,
   286.358,   10.16,
   286.379,   10.15,
   286.400,   10.19,
   286.421,   10.26,
   286.442,   10.41,
   286.463,   10.59,
   286.484,   10.80,
   286.505,   11.01,
   286.526,   11.25,
   286.547,   11.51,
   286.568,   11.78,
   286.589,   12.03,
   286.610,   12.27,
   286.631,   12.49,
   286.652,   12.67,
   286.673,   12.85,
   286.694,   12.96,
   286.715,   13.05,
   286.736,   13.07,
   286.757,   13.07,
   286.778,   13.00,
   286.799,   12.91,
   286.820,   12.81,
   286.841,   12.70,
   286.862,   12.58,
   286.883,   12.45,
   286.904,   12.30,
   286.925,   12.12,
   286.946,   11.94,
   286.967,   11.76,
   286.988,   11.59,
   287.009,   11.43,
   287.030,   11.26,
   287.051,   11.11,
   287.072,   10.97,
   287.093,   10.83,
   287.114,   10.70,
   287.135,   10.57,
   287.156,   10.44,
   287.177,   10.32,
   287.198,   10.19,
   287.219,   10.07,
   287.240,    9.97,
   287.261,    9.88,
   287.282,    9.81,
   287.303,    9.74,
   287.324,    9.67,
   287.345,    9.63,
   287.366,    9.60,
   287.387,    9.61,
   287.408,    9.69,
   287.429,    9.80,
   287.450,    9.95,
   287.471,   10.14,
   287.492,   10.35,
   287.513,   10.57,
   287.534,   10.81,
   287.555,   11.05,
   287.576,   11.28,
   287.597,   11.45,
   287.618,   11.61,
   287.639,   11.77,
   287.660,   11.94,
   287.681,   12.08,
   287.702,   12.16,
   287.723,   12.20,
   287.744,   12.23,
   287.765,   12.23,
   287.786,   12.19,
   287.807,   12.15,
   287.828,   12.08,
   287.849,   11.98,
   287.870,   11.87,
   287.891,   11.75,
   287.912,   11.63,
   287.933,   11.50,
   287.954,   11.36,
   287.975,   11.22,
   287.996,   11.12,
   288.017,   11.03,
   288.038,   10.95,
   288.059,   10.87,
   288.080,   10.79,
   288.101,   10.69,
   288.122,   10.58,
   288.143,   10.47,
   288.164,   10.39,
   288.185,   10.31,
   288.206,   10.25,
   288.227,   10.19,
   288.248,   10.15,
   288.269,   10.11,
   288.290,   10.08,
   288.311,   10.08,
   288.332,   10.09,
   288.353,   10.10,
   288.374,   10.11,
   288.395,   10.12,
   288.416,   10.13,
   288.437,   10.15,
   288.458,   10.18,
   288.479,   10.21,
   288.500,   10.24,
   288.521,   10.32,
   288.542,   10.41,
   288.563,   10.51,
   288.584,   10.60,
   288.605,   10.68,
   288.626,   10.76,
   288.647,   10.84,
   288.668,   10.94,
   288.689,   11.02,
   288.710,   11.08,
   288.731,   11.12,
   288.752,   11.16,
   288.773,   11.19,
   288.794,   11.22,
   288.815,   11.23,
   288.836,   11.23,
   288.857,   11.22,
   288.878,   11.20,
   288.899,   11.19,
   288.920,   11.19,
   288.941,   11.17,
   288.962,   11.14,
   288.983,   11.11,
   289.004,   11.09,
   289.025,   11.07,
   289.046,   11.05,
   289.067,   11.03,
   289.088,   11.01,
   289.109,   11.00,
   289.130,   11.00,
   289.151,   10.99,
   289.172,   10.99,
   289.193,   10.98,
   289.214,   10.96,
   289.235,   10.94,
   289.256,   10.94,
   289.277,   10.95,
   289.298,   10.97,
   289.319,   10.98,
   289.340,   10.97,
   289.361,   10.95,
   289.382,   10.93,
   289.403,   10.92,
   289.424,   10.93,
   289.445,   10.96,
   289.466,   10.99,
   289.487,   11.06,
   289.508,   11.14,
   289.529,   11.22,
   289.550,   11.32,
   289.571,   11.43,
   289.592,   11.52,
   289.613,   11.61,
   289.634,   11.69,
   289.655,   11.73,
   289.676,   11.76,
   289.697,   11.76,
   289.718,   11.74,
   289.739,   11.70,
   289.760,   11.67,
   289.781,   11.63,
   289.802,   11.59,
   289.823,   11.52,
   289.844,   11.45,
   289.865,   11.38,
   289.886,   11.31,
   289.907,   11.23,
   289.928,   11.15,
   289.949,   11.09,
   289.970,   11.03,
   289.991,   10.98,
   290.012,   10.95,
   290.033,   10.94,
   290.054,   10.93,
   290.075,   10.92,
   290.096,   10.90,
   290.117,   10.88,
   290.138,   10.86,
   290.159,   10.84,
   290.180,   10.81,
   290.201,   10.79,
   290.222,   10.76,
   290.243,   10.74,
   290.264,   10.72,
   290.285,   10.70,
   290.306,   10.69,
   290.327,   10.68,
   290.348,   10.69,
   290.369,   10.71,
   290.390,   10.75,
   290.411,   10.79,
   290.432,   10.87,
   290.453,   10.96,
   290.474,   11.10,
   290.495,   11.28,
   290.516,   11.45,
   290.537,   11.63,
   290.558,   11.83,
   290.579,   12.04,
   290.600,   12.23,
   290.621,   12.40,
   290.642,   12.55,
   290.663,   12.71,
   290.684,   12.82,
   290.705,   12.92,
   290.726,   12.95,
   290.747,   12.95,
   290.768,   12.90,
   290.789,   12.82,
   290.810,   12.71,
   290.831,   12.58,
   290.852,   12.42,
   290.873,   12.25,
   290.894,   12.08,
   290.915,   11.91,
   290.936,   11.76,
   290.957,   11.62,
   290.978,   11.49,
   290.999,   11.35,
   291.020,   11.21,
   291.041,   11.07,
   291.062,   10.95,
   291.083,   10.83,
   291.104,   10.72,
   291.125,   10.63,
   291.146,   10.55,
   291.167,   10.48,
   291.188,   10.42,
   291.209,   10.36,
   291.230,   10.30,
   291.251,   10.25,
   291.272,   10.19,
   291.293,   10.15,
   291.314,   10.11,
   291.335,   10.08,
   291.356,   10.07,
   291.377,   10.08,
   291.398,   10.13,
   291.419,   10.20,
   291.440,   10.30,
   291.461,   10.41,
   291.482,   10.56,
   291.503,   10.71,
   291.524,   10.87,
   291.545,   11.04,
   291.566,   11.20,
   291.587,   11.35,
   291.608,   11.48,
   291.629,   11.61,
   291.650,   11.70,
   291.671,   11.77,
   291.692,   11.81,
   291.713,   11.84,
   291.734,   11.83,
   291.755,   11.82,
   291.776,   11.79,
   291.797,   11.74,
   291.818,   11.67,
   291.839,   11.59,
   291.860,   11.51,
   291.881,   11.42,
   291.902,   11.35,
   291.923,   11.29,
   291.944,   11.25,
   291.965,   11.22,
   291.986,   11.20,
   292.007,   11.19,
   292.028,   11.18,
   292.049,   11.17,
   292.070,   11.18,
   292.091,   11.18,
   292.112,   11.18,
   292.133,   11.17,
   292.154,   11.15,
   292.175,   11.14,
   292.196,   11.12,
   292.217,   11.11,
   292.238,   11.11,
   292.259,   11.12,
   292.280,   11.13,
   292.301,   11.15,
   292.322,   11.16,
   292.343,   11.18,
   292.364,   11.19,
   292.385,   11.21,
   292.406,   11.23,
   292.427,   11.27,
   292.448,   11.33,
   292.469,   11.39,
   292.490,   11.47,
   292.511,   11.53,
   292.532,   11.60,
   292.553,   11.66,
   292.574,   11.73,
   292.595,   11.81,
   292.616,   11.88,
   292.637,   11.95,
   292.658,   12.00,
   292.679,   12.04,
   292.700,   12.09,
   292.721,   12.12,
   292.742,   12.14,
   292.763,   12.14,
   292.784,   12.13,
   292.805,   12.11,
   292.826,   12.09,
   292.847,   12.07,
   292.868,   12.04,
   292.889,   12.00,
   292.910,   11.96,
   292.931,   11.92,
   292.952,   11.88,
   292.973,   11.84,
   292.994,   11.80,
   293.015,   11.75,
   293.036,   11.71,
   293.057,   11.67,
   293.078,   11.63,
   293.099,   11.60,
   293.120,   11.58,
   293.141,   11.55,
   293.162,   11.53,
   293.183,   11.50,
   293.204,   11.47,
   293.225,   11.44,
   293.246,   11.41,
   293.267,   11.37,
   293.288,   11.32,
   293.309,   11.27,
   293.330,   11.22,
   293.351,   11.18,
   293.372,   11.14,
   293.393,   11.12,
   293.414,   11.12,
   293.435,   11.14,
   293.456,   11.18,
   293.477,   11.22,
   293.498,   11.26,
   293.519,   11.37,
   293.540,   11.49,
   293.561,   11.64,
   293.582,   11.81,
   293.603,   12.00,
   293.624,   12.17,
   293.645,   12.32,
   293.666,   12.45,
   293.687,   12.55,
   293.708,   12.62,
   293.729,   12.63,
   293.750,   12.62,
   293.771,   12.58,
   293.792,   12.51,
   293.813,   12.44,
   293.834,   12.35,
   293.855,   12.25,
   293.876,   12.14,
   293.897,   12.02,
   293.918,   11.88,
   293.939,   11.72,
   293.960,   11.55,
   293.981,   11.38,
   294.002,   11.20,
   294.023,   11.02,
   294.044,   10.86,
   294.065,   10.69,
   294.086,   10.54,
   294.107,   10.40,
   294.128,   10.26,
   294.149,   10.14,
   294.170,   10.03,
   294.191,    9.92,
   294.212,    9.82,
   294.233,    9.72,
   294.254,    9.63,
   294.275,    9.54,
   294.296,    9.45,
   294.317,    9.38,
   294.338,    9.33,
   294.359,    9.29,
   294.380,    9.25,
   294.401,    9.24,
   294.422,    9.26,
   294.443,    9.37,
   294.464,    9.49,
   294.485,    9.66,
   294.506,    9.84,
   294.527,   10.04,
   294.548,   10.26,
   294.569,   10.47,
   294.590,   10.67,
   294.611,   10.85,
   294.632,   11.02,
   294.653,   11.15,
   294.674,   11.26,
   294.695,   11.28,
   294.716,   11.27,
   294.737,   11.23,
   294.758,   11.19,
   294.779,   11.13,
   294.800,   11.06,
   294.821,   10.99,
   294.842,   10.90,
   294.863,   10.80,
   294.884,   10.68,
   294.905,   10.56,
   294.926,   10.44,
   294.947,   10.31,
   294.968,   10.18,
   294.989,   10.06,
   295.010,    9.95,
   295.031,    9.85,
   295.052,    9.76,
   295.073,    9.69,
   295.094,    9.64,
   295.115,    9.60,
   295.136,    9.56,
   295.157,    9.52,
   295.178,    9.48,
   295.199,    9.44,
   295.220,    9.40,
   295.241,    9.36,
   295.262,    9.33,
   295.283,    9.29,
   295.304,    9.26,
   295.325,    9.24,
   295.346,    9.26,
   295.367,    9.28,
   295.388,    9.32,
   295.409,    9.39,
   295.430,    9.48,
   295.451,    9.62,
   295.472,    9.78,
   295.493,    9.96,
   295.514,   10.16,
   295.535,   10.37,
   295.556,   10.58,
   295.577,   10.79,
   295.598,   10.99,
   295.619,   11.17,
   295.640,   11.32,
   295.661,   11.43,
   295.682,   11.52,
   295.703,   11.59,
   295.724,   11.61,
   295.745,   11.59,
   295.766,   11.55,
   295.787,   11.47,
   295.808,   11.38,
   295.829,   11.27,
   295.850,   11.16,
   295.871,   11.03,
   295.892,   10.89,
   295.913,   10.74,
   295.934,   10.58,
   295.955,   10.41,
   295.976,   10.26,
   295.997,   10.11,
   296.018,    9.99,
   296.039,    9.87,
   296.060,    9.76,
   296.081,    9.66,
   296.102,    9.56,
   296.123,    9.48,
   296.144,    9.40,
   296.165,    9.32,
   296.186,    9.25,
   296.207,    9.18,
   296.228,    9.13,
   296.249,    9.08,
   296.270,    9.05,
   296.291,    9.01,
   296.312,    8.99,
   296.333,    8.99,
   296.354,    9.00,
   296.375,    9.01,
   296.396,    9.05,
   296.417,    9.11,
   296.438,    9.21,
   296.459,    9.32,
   296.480,    9.44,
   296.501,    9.56,
   296.522,    9.74,
   296.543,    9.92,
   296.564,   10.12,
   296.585,   10.32,
   296.606,   10.50,
   296.627,   10.67,
   296.648,   10.80,
   296.669,   10.92,
   296.690,   10.99,
   296.711,   11.05,
   296.732,   11.04,
   296.753,   11.01,
   296.774,   10.95,
   296.795,   10.87,
   296.816,   10.77,
   296.837,   10.66,
   296.858,   10.55,
   296.879,   10.44,
   296.900,   10.32,
   296.921,   10.18,
   296.942,   10.04,
   296.963,    9.90,
   296.984,    9.77,
   297.005,    9.66,
   297.026,    9.57,
   297.047,    9.48,
   297.068,    9.37,
   297.089,    9.28,
   297.110,    9.20,
   297.131,    9.13,
   297.152,    9.07,
   297.173,    9.02,
   297.194,    8.99,
   297.215,    8.96,
   297.236,    8.94,
   297.257,    8.92,
   297.278,    8.90,
   297.299,    8.87,
   297.320,    8.85,
   297.341,    8.84,
   297.362,    8.84,
   297.383,    8.84,
   297.404,    8.89,
   297.425,    8.95,
   297.446,    9.00,
   297.467,    9.05,
   297.488,    9.11,
   297.509,    9.18,
   297.530,    9.27,
   297.551,    9.39,
   297.572,    9.52,
   297.593,    9.66,
   297.614,    9.78,
   297.635,    9.91,
   297.656,   10.01,
   297.677,   10.10,
   297.698,   10.14,
   297.719,   10.16,
   297.740,   10.16,
   297.761,   10.14,
   297.782,   10.10,
   297.803,   10.06,
   297.824,   10.02,
   297.845,    9.97,
   297.866,    9.92,
   297.887,    9.86,
   297.908,    9.80,
   297.929,    9.72,
   297.950,    9.63,
   297.971,    9.53,
   297.992,    9.45,
   298.013,    9.39,
   298.034,    9.32,
   298.055,    9.27,
   298.076,    9.22,
   298.097,    9.16,
   298.118,    9.12,
   298.139,    9.08,
   298.160,    9.04,
   298.181,    9.02,
   298.202,    8.98,
   298.223,    8.95,
   298.244,    8.92,
   298.265,    8.90,
   298.286,    8.88,
   298.307,    8.86,
   298.328,    8.84,
   298.349,    8.84,
   298.370,    8.83,
   298.391,    8.85,
   298.412,    8.92,
   298.433,    9.01,
   298.454,    9.13,
   298.475,    9.27,
   298.496,    9.43,
   298.517,    9.61,
   298.538,    9.81,
   298.559,   10.00,
   298.580,   10.19,
   298.601,   10.37,
   298.622,   10.55,
   298.643,   10.69,
   298.664,   10.81,
   298.685,   10.89,
   298.706,   10.95,
   298.727,   10.95,
   298.748,   10.92,
   298.769,   10.86,
   298.790,   10.75,
   298.811,   10.63,
   298.832,   10.50,
   298.853,   10.36,
   298.874,   10.21,
   298.895,   10.05,
   298.916,    9.88,
   298.937,    9.72,
   298.958,    9.58,
   298.979,    9.43,
   299.000,    9.28,
   299.021,    9.14,
   299.042,    9.01,
   299.063,    8.88,
   299.084,    8.77,
   299.105,    8.67,
   299.126,    8.57,
   299.147,    8.49,
   299.168,    8.41,
   299.189,    8.34,
   299.210,    8.28,
   299.231,    8.22,
   299.252,    8.17,
   299.273,    8.13,
   299.294,    8.09,
   299.315,    8.05,
   299.336,    8.03,
   299.357,    8.02,
   299.378,    8.02,
   299.399,    8.06,
   299.420,    8.11,
   299.441,    8.21,
   299.462,    8.32,
   299.483,    8.48,
   299.504,    8.65,
   299.525,    8.83,
   299.546,    9.03,
   299.567,    9.23,
   299.588,    9.42,
   299.609,    9.59,
   299.630,    9.75,
   299.651,    9.87,
   299.672,    9.98,
   299.693,   10.00,
   299.714,   10.00,
   299.735,    9.97,
   299.756,    9.94,
   299.777,    9.89,
   299.798,    9.82,
   299.819,    9.73,
   299.840,    9.63,
   299.861,    9.51,
   299.882,    9.40,
   299.903,    9.28,
   299.924,    9.16,
   299.945,    9.04,
   299.966,    8.94,
   299.987,    8.85,
   300.008,    8.76,
   300.029,    8.69,
   300.050,    8.64,
   300.071,    8.60,
   300.092,    8.56,
   300.113,    8.53,
   300.134,    8.50,
   300.155,    8.46,
   300.176,    8.43,
   300.197,    8.40,
   300.218,    8.38,
   300.239,    8.37,
   300.260,    8.36,
   300.281,    8.36,
   300.302,    8.38,
   300.323,    8.44,
   300.344,    8.55,
   300.365,    8.69,
   300.386,    8.83,
   300.407,    8.97,
   300.428,    9.12,
   300.449,    9.30,
   300.470,    9.51,
   300.491,    9.76,
   300.512,   10.01,
   300.533,   10.28,
   300.554,   10.52,
   300.575,   10.74,
   300.596,   10.93,
   300.617,   11.10,
   300.638,   11.24,
   300.659,   11.35,
   300.680,   11.45,
   300.701,   11.50,
   300.722,   11.48,
   300.743,   11.41,
   300.764,   11.33,
   300.785,   11.26,
   300.806,   11.22,
   300.827,   11.20,
   300.848,   11.13,
   300.869,   11.06,
   300.890,   11.01,
   300.911,   11.01,
   300.932,   11.00,
   300.953,   10.98,
   300.974,   10.96,
   300.995,   10.95,
   301.016,   10.94,
   301.037,   10.92,
   301.058,   10.90,
   301.079,   10.90,
   301.100,   10.90,
   301.121,   10.91,
   301.142,   10.94,
   301.163,   10.97,
   301.184,   10.96,
   301.205,   10.94,
   301.226,   10.94,
   301.247,   10.93,
   301.268,   10.92,
   301.289,   10.89,
   301.310,   10.85,
   301.331,   10.81,
   301.352,   10.79,
   301.373,   10.76,
   301.394,   10.74,
   301.415,   10.72,
   301.436,   10.71,
   301.457,   10.71,
   301.478,   10.74,
   301.499,   10.78,
   301.520,   10.82,
   301.541,   10.86,
   301.562,   10.93,
   301.583,   11.01,
   301.604,   11.10,
   301.625,   11.20,
   301.646,   11.26,
   301.667,   11.32,
   301.688,   11.35,
   301.709,   11.37,
   301.730,   11.35,
   301.751,   11.34,
   301.772,   11.30,
   301.793,   11.26,
   301.814,   11.21,
   301.835,   11.15,
   301.856,   11.09,
   301.877,   11.02,
   301.898,   10.94,
   301.919,   10.86,
   301.940,   10.77,
   301.961,   10.70,
   301.982,   10.62,
   302.003,   10.54,
   302.024,   10.48,
   302.045,   10.41,
   302.066,   10.36,
   302.087,   10.31,
   302.108,   10.28,
   302.129,   10.25,
   302.150,   10.20,
   302.171,   10.17,
   302.192,   10.15,
   302.213,   10.12,
   302.234,   10.08,
   302.255,   10.03,
   302.276,    9.96,
   302.297,    9.90,
   302.318,    9.84,
   302.339,    9.80,
   302.360,    9.76,
   302.381,    9.73,
   302.402,    9.71,
   302.423,    9.69,
   302.444,    9.67,
   302.465,    9.66,
   302.486,    9.65,
   302.507,    9.64,
   302.528,    9.63,
   302.549,    9.62,
   302.570,    9.62,
   302.591,    9.65,
   302.612,    9.71,
   302.633,    9.76,
   302.654,    9.82,
   302.675,    9.87,
   302.696,    9.89,
   302.717,    9.90,
   302.738,    9.91,
   302.759,    9.90,
   302.780,    9.87,
   302.801,    9.83,
   302.822,    9.80,
   302.843,    9.76,
   302.864,    9.72,
   302.885,    9.68,
   302.906,    9.64,
   302.927,    9.59,
   302.948,    9.53,
   302.969,    9.46,
   302.990,    9.39,
   303.011,    9.31,
   303.032,    9.23,
   303.053,    9.16,
   303.074,    9.10,
   303.095,    9.05,
   303.116,    9.00,
   303.137,    8.95,
   303.158,    8.90,
   303.179,    8.86,
   303.200,    8.82,
   303.221,    8.78,
   303.242,    8.74,
   303.263,    8.70,
   303.284,    8.66,
   303.305,    8.61,
   303.326,    8.55,
   303.347,    8.49,
   303.368,    8.44,
   303.389,    8.39,
   303.410,    8.37,
   303.431,    8.36,
   303.452,    8.36,
   303.473,    8.35,
   303.494,    8.35,
   303.515,    8.36,
   303.536,    8.37,
   303.557,    8.41,
   303.578,    8.46,
   303.599,    8.55,
   303.620,    8.64,
   303.641,    8.72,
   303.662,    8.79,
   303.683,    8.82,
   303.704,    8.82,
   303.725,    8.79,
   303.746,    8.73,
   303.767,    8.67,
   303.788,    8.60,
   303.809,    8.54,
   303.830,    8.49,
   303.851,    8.44,
   303.872,    8.39,
   303.893,    8.33,
   303.914,    8.27,
   303.935,    8.19,
   303.956,    8.11,
   303.977,    8.02,
   303.998,    7.92,
   304.019,    7.82,
   304.040,    7.72,
   304.061,    7.62,
   304.082,    7.52,
   304.103,    7.43,
   304.124,    7.34,
   304.145,    7.26,
   304.166,    7.19,
   304.187,    7.14,
   304.208,    7.08,
   304.229,    7.01,
   304.250,    6.97,
   304.271,    6.94,
   304.292,    6.90,
   304.313,    6.83,
   304.334,    6.75,
   304.355,    6.68,
   304.376,    6.62,
   304.397,    6.58,
   304.418,    6.57,
   304.439,    6.67,
   304.460,    6.79,
   304.481,    6.94,
   304.502,    7.08,
   304.523,    7.22,
   304.544,    7.38,
   304.565,    7.55,
   304.586,    7.73,
   304.607,    7.89,
   304.628,    8.05,
   304.649,    8.17,
   304.670,    8.28,
   304.691,    8.29,
   304.712,    8.25,
   304.733,    8.20,
   304.754,    8.13,
   304.775,    8.06,
   304.796,    7.99,
   304.817,    7.89,
   304.838,    7.79,
   304.859,    7.67,
   304.880,    7.54,
   304.901,    7.40,
   304.922,    7.26,
   304.943,    7.11,
   304.964,    6.98,
   304.985,    6.86,
   305.006,    6.74,
   305.027,    6.64,
   305.048,    6.55,
   305.069,    6.48,
   305.090,    6.42,
   305.111,    6.36,
   305.132,    6.32,
   305.153,    6.28,
   305.174,    6.24,
   305.195,    6.21,
   305.216,    6.18,
   305.237,    6.15,
   305.258,    6.14,
   305.279,    6.13,
   305.300,    6.12,
   305.321,    6.11,
   305.342,    6.11,
   305.363,    6.12,
   305.384,    6.14,
   305.405,    6.18,
   305.426,    6.24,
   305.447,    6.34,
   305.468,    6.46,
   305.489,    6.59,
   305.510,    6.73,
   305.531,    6.88,
   305.552,    7.03,
   305.573,    7.16,
   305.594,    7.25,
   305.615,    7.32,
   305.636,    7.38,
   305.657,    7.42,
   305.678,    7.45,
   305.699,    7.46,
   305.720,    7.47,
   305.741,    7.46,
   305.762,    7.45,
   305.783,    7.44,
   305.804,    7.43,
   305.825,    7.42,
   305.846,    7.41,
   305.867,    7.40,
   305.888,    7.38,
   305.909,    7.37,
   305.930,    7.34,
   305.951,    7.30,
   305.972,    7.27,
   305.993,    7.25,
   306.014,    7.23,
   306.035,    7.22,
   306.056,    7.21,
   306.077,    7.22,
   306.098,    7.23,
   306.119,    7.25,
   306.140,    7.25,
   306.161,    7.25,
   306.182,    7.25,
   306.203,    7.25,
   306.224,    7.25,
   306.245,    7.27,
   306.266,    7.29,
   306.287,    7.34,
   306.308,    7.38,
   306.329,    7.43,
   306.350,    7.48,
   306.371,    7.54,
   306.392,    7.59,
   306.413,    7.66,
   306.434,    7.73,
   306.455,    7.80,
   306.476,    7.90,
   306.497,    8.01,
   306.518,    8.11,
   306.539,    8.21,
   306.560,    8.29,
   306.581,    8.37,
   306.602,    8.47,
   306.623,    8.56,
   306.644,    8.67,
   306.665,    8.79,
   306.686,    8.89,
   306.707,    8.98,
   306.728,    9.02,
   306.749,    9.05,
   306.770,    9.06,
   306.791,    9.06,
   306.812,    9.07,
   306.833,    9.07,
   306.854,    9.08,
   306.875,    9.09,
   306.896,    9.10,
   306.917,    9.11,
   306.938,    9.11,
   306.959,    9.10,
   306.980,    9.09,
   307.001,    9.09,
   307.022,    9.07,
   307.043,    9.06,
   307.064,    9.05,
   307.085,    9.04,
   307.106,    9.05,
   307.127,    9.07,
   307.148,    9.09,
   307.169,    9.11,
   307.190,    9.13,
   307.211,    9.14,
   307.232,    9.15,
   307.253,    9.16,
   307.274,    9.17,
   307.295,    9.19,
   307.316,    9.20,
   307.337,    9.22,
   307.358,    9.24,
   307.379,    9.25,
   307.400,    9.29,
   307.421,    9.34,
   307.442,    9.39,
   307.463,    9.45,
   307.484,    9.52,
   307.505,    9.58,
   307.526,    9.63,
   307.547,    9.67,
   307.568,    9.72,
   307.589,    9.75,
   307.610,    9.77,
   307.631,    9.79,
